Work	speech_id	book	line	spkr	addr	string	lemma	is_voc_CLTK	eval_CLTK	what it should be	token_spacy	lemma_spacy	pos_spacy	case_spacy	eval_spacy
Iliad	1	1	17	Chryses	Agamemnon, Greeks	Ἀτρεΐδαι	Ἀτρεΐδαι	FALSE	false negative		Ἀτρεΐδαι	ἀτρείδης	NOUN	Nom	false negative
Iliad	1	1	17	Chryses	Agamemnon, Greeks	τε	τε	FALSE	true negative		τε	τε	CCONJ		true negative
Iliad	1	1	17	Chryses	Agamemnon, Greeks	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Iliad	1	1	17	Chryses	Agamemnon, Greeks	ἄλλοι	ἄλλος	FALSE	false negative		ἄλλοι	ἄλλος	DET	Nom	false negative
Iliad	1	1	17	Chryses	Agamemnon, Greeks	ἐϋκνήμιδες	ἐϋκνήμις	FALSE	false negative		ἐϋκνήμιδες	ἐυκνήμις	ADJ	Voc	true positive
Iliad	1	1	17	Chryses	Agamemnon, Greeks	Ἀχαιοί	Ἀχαιός	FALSE	false negative		Ἀχαιοί	ἀχαιός	ADJ	Nom	false negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	ὑμῖν	ὑμεῖς	FALSE	true negative		ὑμῖν	ὑμεῖς	PRON	Dat	true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	μὲν	μέν	FALSE	true negative		μὲν	μέν	ADV		true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	θεοὶ	θεός	FALSE	true negative		θεοὶ	θεός	NOUN	Nom	true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	δοῖεν	δίδωμι	FALSE	true negative		δοῖεν	δίδωμι	VERB		true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	Ὀλύμπια	Ὀλύμπιος	FALSE	true negative		Ὀλύμπια	ὀλύμπιος	ADJ	Acc	true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	δώματʼ	δῶμα	FALSE	true negative		δώματʼ	δώματʼ	ADJ	Acc	true negative
Iliad	1	1	18	Chryses	Agamemnon, Greeks	ἔχοντες	ἔχω	FALSE	true negative		ἔχοντες	ἔχω	VERB	Nom	true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	ἐκπέρσαι	ἐκπείρω	FALSE	true negative		ἐκπέρσαι	ἐκπέρθω	VERB		true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	Πριάμοιο	Πριάμοιον	FALSE	true negative		Πριάμοιο	πρίαμος	NOUN	Gen	true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	πόλιν	πόλις	FALSE	true negative		πόλιν	πόλις	NOUN	Acc	true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	εὖ	εὖ	FALSE	true negative		εὖ	εὖ	ADV		true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	οἴκαδʼ	οἶκα	FALSE	true negative		οἴκαδʼ	οἴκαδʼ	PUNCT		true negative
Iliad	1	1	19	Chryses	Agamemnon, Greeks	ἱκέσθαι	ἵκω	FALSE	true negative		ἱκέσθαι	ἱκνέομαι	VERB		true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	παῖδα	παῖς	FALSE	true negative		παῖδα	παῖς	NOUN	Acc	true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	ἐμοὶ	ἐγώ	FALSE	true negative		ἐμοὶ	ἐγώ	PRON	Dat	true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	λύσαιτε	λύω	FALSE	true negative		λύσαιτε	λύσαιτε	VERB		true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	φίλην	φίλη	FALSE	true negative		φίλην	φίλος	ADJ	Acc	true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	τὰ	ὁ	FALSE	true negative		τὰ	ὁ	DET	Acc	true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	ἄποινα	ἄποινα	FALSE	true negative		ἄποινα	ἄποινα	NOUN	Acc	true negative
Iliad	1	1	20	Chryses	Agamemnon, Greeks	δέχεσθαι	δέχομαι	FALSE	true negative		δέχεσθαι	δέχομαι	VERB		true negative
Iliad	1	1	21	Chryses	Agamemnon, Greeks	ἁζόμενοι	ἅζω	FALSE	true negative		ἁζόμενοι	ἁζόμενοι	VERB	Nom	true negative
Iliad	1	1	21	Chryses	Agamemnon, Greeks	Διὸς	Ζεύς	FALSE	true negative		Διὸς	ζεύς	NOUN	Gen	true negative
Iliad	1	1	21	Chryses	Agamemnon, Greeks	υἱὸν	υἱός	FALSE	true negative		υἱὸν	υἱός	NOUN	Acc	true negative
Iliad	1	1	21	Chryses	Agamemnon, Greeks	ἑκηβόλον	ἑκηβόλος	FALSE	true negative		ἑκηβόλον	ἑκηβόλος	ADJ	Acc	true negative
Iliad	1	1	21	Chryses	Agamemnon, Greeks	Ἀπόλλωνα	Ἀπόλλων	FALSE	true negative		Ἀπόλλωνα	ἀπόλλων	PROPN	Acc	true negative
Iliad	2	1	26	Agamemnon	Chryses	μή	μή	FALSE	true negative		μή	μή	ADV		true negative
Iliad	2	1	26	Agamemnon	Chryses	σε	σύ	FALSE	true negative		σε	σύ	PRON	Acc	true negative
Iliad	2	1	26	Agamemnon	Chryses	γέρον	γίγνομαι	FALSE	false negative		γέρον	γέρων	NOUN	Voc	true positive
Iliad	2	1	26	Agamemnon	Chryses	κοίλῃσιν	κοίλησις	FALSE	true negative		κοίλῃσιν	κοῖλος	ADJ	Dat	true negative
Iliad	2	1	26	Agamemnon	Chryses	ἐγὼ	ἐγώ	FALSE	true negative		ἐγὼ	ἐγώ	PRON	Nom	true negative
Iliad	2	1	26	Agamemnon	Chryses	παρὰ	παρά	FALSE	true negative		παρὰ	παρά	ADP		true negative
Iliad	2	1	26	Agamemnon	Chryses	νηυσὶ	ναῦς	FALSE	true negative		νηυσὶ	ναῦς	NOUN	Dat	true negative
Iliad	2	1	26	Agamemnon	Chryses	κιχείω	κιχείω	FALSE	true negative		κιχείω	κιχάνω	VERB		true negative
Iliad	2	1	27	Agamemnon	Chryses	ἢ	ἤ	FALSE	true negative		ἢ	ἤ	CCONJ		true negative
Iliad	2	1	27	Agamemnon	Chryses	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Iliad	2	1	27	Agamemnon	Chryses	δηθύνοντʼ	δηθύνω	FALSE	true negative		δηθύνοντʼ	δηθύνοντʼ	ADV		true negative
Iliad	2	1	27	Agamemnon	Chryses	ἢ	ἤ	FALSE	true negative		ἢ	ἤ	CCONJ		true negative
Iliad	2	1	27	Agamemnon	Chryses	ὕστερον	ὕστερος	FALSE	true negative		ὕστερον	ὕστερος	ADJ	Acc	true negative
Iliad	2	1	27	Agamemnon	Chryses	αὖτις	αὖθις	FALSE	true negative		αὖτις	αὖθις	ADV		true negative
Iliad	2	1	27	Agamemnon	Chryses	ἰόντα	εἶμι	FALSE	true negative		ἰόντα	εἶμι	VERB	Acc	true negative
Iliad	2	1	28	Agamemnon	Chryses	μή	μή	FALSE	true negative		μή	μή	ADV		true negative
Iliad	2	1	28	Agamemnon	Chryses	νύ	νύ	FALSE	true negative		νύ	νῦν	ADV		true negative
Iliad	2	1	28	Agamemnon	Chryses	τοι	σύ	FALSE	true negative		τοι	σύ	PRON	Dat	true negative
Iliad	2	1	28	Agamemnon	Chryses	οὐ	οὐ	FALSE	true negative		οὐ	οὐ	ADV		true negative
Iliad	2	1	28	Agamemnon	Chryses	χραίσμῃ	χραίω	FALSE	true negative		χραίσμῃ	χραισμέω	VERB		true negative
Iliad	2	1	28	Agamemnon	Chryses	σκῆπτρον	σκῆπτρον	FALSE	true negative		σκῆπτρον	σκῆπτρον	NOUN	Nom	true negative
Iliad	2	1	28	Agamemnon	Chryses	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Iliad	2	1	28	Agamemnon	Chryses	στέμμα	στέμμα	FALSE	true negative		στέμμα	στέμμα	NOUN	Nom	true negative
Iliad	2	1	28	Agamemnon	Chryses	θεοῖο	θεός	FALSE	true negative		θεοῖο	θεός	NOUN	Gen	true negative
Iliad	2	1	29	Agamemnon	Chryses	τὴν	ὁ	FALSE	true negative		τὴν	ὁ	PRON	Acc	true negative
Iliad	2	1	29	Agamemnon	Chryses	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Iliad	2	1	29	Agamemnon	Chryses	ἐγὼ	ἐγώ	FALSE	true negative		ἐγὼ	ἐγώ	PRON	Nom	true negative
Iliad	2	1	29	Agamemnon	Chryses	οὐ	οὐ	FALSE	true negative		οὐ	οὐ	ADV		true negative
Iliad	2	1	29	Agamemnon	Chryses	λύσω	λύω	FALSE	true negative		λύσω	λύω	VERB		true negative
Iliad	2	1	29	Agamemnon	Chryses	πρίν	πρίν	FALSE	true negative		πρίν	πρίν	SCONJ		true negative
Iliad	2	1	29	Agamemnon	Chryses	μιν	μιν	FALSE	true negative		μιν	μιν	PRON	Acc	true negative
Iliad	2	1	29	Agamemnon	Chryses	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Iliad	2	1	29	Agamemnon	Chryses	γῆρας	γῆρα	FALSE	true negative		γῆρας	γῆρας	NOUN	Nom	true negative
Iliad	2	1	29	Agamemnon	Chryses	ἔπεισιν	πείθω	FALSE	true negative		ἔπεισιν	ἔπειμι	VERB		true negative
Iliad	2	1	30	Agamemnon	Chryses	ἡμετέρῳ	ἡμέτερος	FALSE	true negative		ἡμετέρῳ	ἡμέτερος	ADJ	Dat	true negative
Iliad	2	1	30	Agamemnon	Chryses	ἐνὶ	εἷς	FALSE	true negative		ἐνὶ	ἐν	ADP		true negative
Iliad	2	1	30	Agamemnon	Chryses	οἴκῳ	οἶκος	FALSE	true negative		οἴκῳ	οἶκος	NOUN	Dat	true negative
Iliad	2	1	30	Agamemnon	Chryses	ἐν	ἐν	FALSE	true negative		ἐν	ἐν	ADP		true negative
Iliad	2	1	30	Agamemnon	Chryses	Ἄργεϊ	Ἄργος	FALSE	true negative		Ἄργεϊ	ἄργος	NOUN	Dat	true negative
Iliad	2	1	30	Agamemnon	Chryses	τηλόθι	τηλόω	FALSE	true negative		τηλόθι	τηλόθι	ADP		true negative
Iliad	2	1	30	Agamemnon	Chryses	πάτρης	πάτρα	FALSE	true negative		πάτρης	πάτρα	NOUN	Gen	true negative
Iliad	2	1	31	Agamemnon	Chryses	ἱστὸν	ἱστός	FALSE	true negative		ἱστὸν	ἱστός	NOUN	Acc	true negative
Iliad	2	1	31	Agamemnon	Chryses	ἐποιχομένην	ποίχομαι	FALSE	true negative		ἐποιχομένην	ἐποίχομαι	VERB	Acc	true negative
Iliad	2	1	31	Agamemnon	Chryses	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Iliad	2	1	31	Agamemnon	Chryses	ἐμὸν	ἐμός	FALSE	true negative		ἐμὸν	ἐμός	ADJ	Acc	true negative
Iliad	2	1	31	Agamemnon	Chryses	λέχος	λέχος	FALSE	true negative		λέχος	λέχος	NOUN	Acc	true negative
Iliad	2	1	31	Agamemnon	Chryses	ἀντιόωσαν	ἀντιόω	FALSE	true negative		ἀντιόωσαν	ἀντιάω	VERB	Acc	true negative
Iliad	2	1	32	Agamemnon	Chryses	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
Iliad	2	1	32	Agamemnon	Chryses	ἴθι	εἶμι	FALSE	true negative		ἴθι	εἶμι	VERB		true negative
Iliad	2	1	32	Agamemnon	Chryses	μή	μή	FALSE	true negative		μή	μή	ADV		true negative
Iliad	2	1	32	Agamemnon	Chryses	μʼ	μʼ	FALSE	true negative		μʼ	μʼ	PUNCT		true negative
Iliad	2	1	32	Agamemnon	Chryses	ἐρέθιζε	ἐρεθίζω	FALSE	true negative		ἐρέθιζε	ἐρεθίζω	VERB		true negative
Iliad	2	1	32	Agamemnon	Chryses	σαώτερος	σαῶτερος	FALSE	true negative		σαώτερος	σαός	ADJ	Nom	true negative
Iliad	2	1	32	Agamemnon	Chryses	ὥς	ὡς	FALSE	true negative		ὥς	ὡς	SCONJ		true negative
Iliad	2	1	32	Agamemnon	Chryses	κε	ἄν	FALSE	true negative		κε	ἄν	PART		true negative
Iliad	2	1	32	Agamemnon	Chryses	νέηαι	νέος	FALSE	true negative		νέηαι	νέηαι	VERB		true negative
Iliad	3	1	37	Chryses	Apollo	κλῦθί	κλίνω	FALSE	true negative		κλῦθί	κλύω	VERB		true negative
Iliad	3	1	37	Chryses	Apollo	μευ	ἐγώ	FALSE	true negative		μευ	ἐγώ	PRON	Gen	true negative
Iliad	3	1	37	Chryses	Apollo	ἀργυρότοξʼ	ἀργυρός	FALSE	false negative		ἀργυρότοξʼ	ἀργυρότοξʼ	PRON	Gen	false negative
Iliad	3	1	37	Chryses	Apollo	ὃς	ὅς	FALSE	true negative		ὃς	ὅς	PRON	Nom	true negative
Iliad	3	1	37	Chryses	Apollo	Χρύσην	Χρύση	FALSE	true negative		Χρύσην	χρύση	NOUN	Acc	true negative
Iliad	3	1	37	Chryses	Apollo	ἀμφιβέβηκας	ἀμφιβαίνω	FALSE	true negative		ἀμφιβέβηκας	ἀμφιβαίνω	VERB		true negative
Iliad	3	1	38	Chryses	Apollo	Κίλλαν	Κίλλα	FALSE	true negative		Κίλλαν	κίλλα	NOUN	Acc	true negative
Iliad	3	1	38	Chryses	Apollo	τε	τε	FALSE	true negative		τε	τε	PART		true negative
Iliad	3	1	38	Chryses	Apollo	ζαθέην	ζαθύς	FALSE	true negative		ζαθέην	ζάθεος	ADJ	Acc	true negative
Iliad	3	1	38	Chryses	Apollo	Τενέδοιό	Τενέδοιος	FALSE	true negative		Τενέδοιό	τένεδος	NOUN	Gen	true negative
Iliad	3	1	38	Chryses	Apollo	τε	τε	FALSE	true negative		τε	τε	PART		true negative
Iliad	3	1	38	Chryses	Apollo	ἶφι	ἶφις	FALSE	true negative		ἶφι	ἶφι	ADV		true negative
Iliad	3	1	38	Chryses	Apollo	ἀνάσσεις	ἀνίσσημι	FALSE	true negative		ἀνάσσεις	ἀνάσσω	VERB		true negative
Iliad	3	1	39	Chryses	Apollo	Σμινθεῦ	Σμινθεύς	FALSE	false negative		Σμινθεῦ	Σμινθύ	PRON	Gen	false negative
Iliad	3	1	39	Chryses	Apollo	εἴ	εἰ	FALSE	true negative		εἴ	εἰ	SCONJ		true negative
Iliad	3	1	39	Chryses	Apollo	ποτέ	ποτε	FALSE	true negative		ποτέ	ποτέ	PART		true negative
Iliad	3	1	39	Chryses	Apollo	τοι	σύ	FALSE	true negative		τοι	σύ	PRON	Dat	true negative
Iliad	3	1	39	Chryses	Apollo	χαρίεντʼ	χαρίω	FALSE	true negative		χαρίεντʼ	χαρίεντʼ	ADP		true negative
Iliad	3	1	39	Chryses	Apollo	ἐπὶ	ἐπί	FALSE	true negative		ἐπὶ	ἐπί	ADP		true negative
Iliad	3	1	39	Chryses	Apollo	νηὸν	ναός	FALSE	true negative		νηὸν	ναός	NOUN	Acc	true negative
Iliad	3	1	39	Chryses	Apollo	ἔρεψα	ῥέπω	FALSE	true negative		ἔρεψα	ἔρεψα	VERB		true negative
Iliad	3	1	40	Chryses	Apollo	ἢ	ἤ	FALSE	true negative		ἢ	ἤ	CCONJ		true negative
Iliad	3	1	40	Chryses	Apollo	εἰ	εἰ	FALSE	true negative		εἰ	εἰ	SCONJ		true negative
Iliad	3	1	40	Chryses	Apollo	δή	δή	FALSE	true negative		δή	δή	PART		true negative
Iliad	3	1	40	Chryses	Apollo	ποτέ	ποτε	FALSE	true negative		ποτέ	ποτέ	PART		true negative
Iliad	3	1	40	Chryses	Apollo	τοι	σύ	FALSE	true negative		τοι	σύ	PRON	Dat	true negative
Iliad	3	1	40	Chryses	Apollo	κατὰ	κατά	FALSE	true negative		κατὰ	κατά	ADP		true negative
Iliad	3	1	40	Chryses	Apollo	πίονα	πίων	FALSE	true negative		πίονα	πίων	NOUN	Acc	true negative
Iliad	3	1	40	Chryses	Apollo	μηρίʼ	μηρίνω	FALSE	true negative		μηρίʼ	μηρίʼ	PUNCT		true negative
Iliad	3	1	40	Chryses	Apollo	ἔκηα	καάω	FALSE	true negative		ἔκηα	καίω	VERB		true negative
Iliad	3	1	41	Chryses	Apollo	ταύρων	ταῦρος	FALSE	true negative		ταύρων	ταῦρος	NOUN	Gen	true negative
Iliad	3	1	41	Chryses	Apollo	ἠδʼ	ἤδος	FALSE	true negative		ἠδʼ	ἠδʼ	PUNCT		true negative
Iliad	3	1	41	Chryses	Apollo	αἰγῶν	αἰγός	FALSE	true negative		αἰγῶν	αἴξ	NOUN	Gen	true negative
Iliad	3	1	41	Chryses	Apollo	τὸ	ὁ	FALSE	true negative		τὸ	ὁ	DET	Acc	true negative
Iliad	3	1	41	Chryses	Apollo	δέ	δέ	FALSE	true negative		δέ	δέ	PART		true negative
Iliad	3	1	41	Chryses	Apollo	μοι	ἐγώ	FALSE	true negative		μοι	ἐγώ	PRON	Dat	true negative
Iliad	3	1	41	Chryses	Apollo	κρήηνον	κρήνον	FALSE	true negative		κρήηνον	κραίνω	VERB		true negative
Iliad	3	1	41	Chryses	Apollo	ἐέλδωρ	ἐέλδω	FALSE	true negative		ἐέλδωρ	ἔλδωρ	NOUN	Acc	true negative
Iliad	3	1	42	Chryses	Apollo	τίσειαν	τίνω	FALSE	true negative		τίσειαν	τίνω	VERB		true negative
Iliad	3	1	42	Chryses	Apollo	Δαναοὶ	Δαναός	FALSE	true negative		Δαναοὶ	δαναοί	NOUN	Nom	true negative
Iliad	3	1	42	Chryses	Apollo	ἐμὰ	ἐμός	FALSE	true negative		ἐμὰ	ἐμός	ADJ	Acc	true negative
Iliad	3	1	42	Chryses	Apollo	δάκρυα	δάκρυον	FALSE	true negative		δάκρυα	δάκρυον	NOUN	Acc	true negative
Iliad	3	1	42	Chryses	Apollo	σοῖσι	σός	FALSE	true negative		σοῖσι	σός	ADJ	Dat	true negative
Iliad	3	1	42	Chryses	Apollo	βέλεσσιν	βέλεσσις	FALSE	true negative		βέλεσσιν	βέλος	NOUN	Dat	true negative
Iliad	4	1	59	Achilles	Agamemnon	Ἀτρεΐδη	Ἀτρεΐδης	TRUE	true positive		Ἀτρεΐδη	ἀτρείδης	NOUN	Voc	true positive
Iliad	4	1	59	Achilles	Agamemnon	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Iliad	4	1	59	Achilles	Agamemnon	ἄμμε	ἄμμε	FALSE	true negative		ἄμμε	ἐγώ	PRON	Acc	true negative
Iliad	4	1	59	Achilles	Agamemnon	παλιμπλαγχθέντας	παλιμπλάσσω	FALSE	true negative		παλιμπλαγχθέντας	παλιμπλάζομαι	VERB	Acc	true negative
Iliad	4	1	59	Achilles	Agamemnon	ὀΐω	ὀιω	FALSE	true negative		ὀΐω	οἴομαι	VERB		true negative
Iliad	4	1	60	Achilles	Agamemnon	ἂψ	ἀάς	FALSE	true negative		ἂψ	ἄψ	ADV		true negative
Iliad	4	1	60	Achilles	Agamemnon	ἀπονοστήσειν	ἀπονοστέω	FALSE	true negative		ἀπονοστήσειν	ἀπονοστέω	VERB		true negative
Iliad	4	1	60	Achilles	Agamemnon	εἴ	εἰ	FALSE	true negative		εἴ	εἰ	SCONJ		true negative
Iliad	4	1	60	Achilles	Agamemnon	κεν	ἄν	FALSE	true negative		κεν	ἄν	PART		true negative
Iliad	4	1	60	Achilles	Agamemnon	θάνατόν	θάνατος	FALSE	true negative		θάνατόν	θάνατος	NOUN	Acc	true negative
Iliad	4	1	60	Achilles	Agamemnon	γε	γε	FALSE	true negative		γε	γε	PART		true negative
Iliad	4	1	60	Achilles	Agamemnon	φύγοιμεν	φεύγω	FALSE	true negative		φύγοιμεν	φεύγω	VERB		true negative
Iliad	4	1	61	Achilles	Agamemnon	εἰ	εἰ	FALSE	true negative		εἰ	εἰ	SCONJ		true negative
Iliad	4	1	61	Achilles	Agamemnon	δὴ	δή	FALSE	true negative		δὴ	δή	PART		true negative
Iliad	4	1	61	Achilles	Agamemnon	ὁμοῦ	ὁμοῦ	FALSE	true negative		ὁμοῦ	ὁμοῦ	ADV		true negative
Iliad	4	1	61	Achilles	Agamemnon	πόλεμός	πόλεμος	FALSE	true negative		πόλεμός	πόλεμος	NOUN	Nom	true negative
Iliad	4	1	61	Achilles	Agamemnon	τε	τε	FALSE	true negative		τε	τε	CCONJ		true negative
Iliad	4	1	61	Achilles	Agamemnon	δαμᾷ	δαμάω	FALSE	true negative		δαμᾷ	δαμάζω	VERB		true negative
Iliad	4	1	61	Achilles	Agamemnon	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Iliad	4	1	61	Achilles	Agamemnon	λοιμὸς	λοιμός	FALSE	true negative		λοιμὸς	λοιμός	NOUN	Nom	true negative
Iliad	4	1	61	Achilles	Agamemnon	Ἀχαιούς	Ἀχαιός	FALSE	true negative		Ἀχαιούς	ἀχαιός	ADJ	Acc	true negative
Iliad	4	1	62	Achilles	Agamemnon	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
Iliad	4	1	62	Achilles	Agamemnon	ἄγε	ἄγω	FALSE	true negative		ἄγε	ἄγε	ADV		true negative
Iliad	4	1	62	Achilles	Agamemnon	δή	δή	FALSE	true negative		δή	δή	PART		true negative
Iliad	4	1	62	Achilles	Agamemnon	τινα	τὶς	FALSE	true negative		τινα	τὶς	DET	Acc	true negative
Iliad	4	1	62	Achilles	Agamemnon	μάντιν	μάντις	FALSE	true negative		μάντιν	μάντις	NOUN	Acc	true negative
Iliad	4	1	62	Achilles	Agamemnon	ἐρείομεν	ἐρείω	FALSE	true negative		ἐρείομεν	ἐρέω	VERB		true negative
Iliad	4	1	62	Achilles	Agamemnon	ἢ	ἤ	FALSE	true negative		ἢ	ἤ	CCONJ		true negative
Iliad	4	1	62	Achilles	Agamemnon	ἱερῆα	ἱερεύς	FALSE	true negative		ἱερῆα	ἱερεύς	NOUN	Acc	true negative
Iliad	4	1	63	Achilles	Agamemnon	ἢ	ἤ	FALSE	true negative		ἢ	ἤ	CCONJ		true negative
Iliad	4	1	63	Achilles	Agamemnon	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Iliad	4	1	63	Achilles	Agamemnon	ὀνειροπόλον	ὀνειρόπολον	FALSE	true negative		ὀνειροπόλον	ὀνειροπόλος	NOUN	Acc	true negative
Iliad	4	1	63	Achilles	Agamemnon	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Iliad	4	1	63	Achilles	Agamemnon	γάρ	γάρ	FALSE	true negative		γάρ	γάρ	PART		true negative
Iliad	4	1	63	Achilles	Agamemnon	τʼ	τʼ	FALSE	true negative		τʼ	τʼ	PUNCT		true negative
Iliad	4	1	63	Achilles	Agamemnon	ὄναρ	ὄναρ	FALSE	true negative		ὄναρ	ὄναρ	NOUN	Nom	true negative
Iliad	4	1	63	Achilles	Agamemnon	ἐκ	ἐκ	FALSE	true negative		ἐκ	ἐκ	ADP		true negative
Iliad	4	1	63	Achilles	Agamemnon	Διός	Ζεύς	FALSE	true negative		Διός	ζεύς	NOUN	Gen	true negative
Iliad	4	1	63	Achilles	Agamemnon	ἐστιν	εἰμί	FALSE	true negative		ἐστιν	εἰμί	AUX		true negative
Iliad	4	1	64	Achilles	Agamemnon	ὅς	ὅς	FALSE	true negative		ὅς	ὅς	PRON	Nom	true negative
Iliad	4	1	64	Achilles	Agamemnon	κʼ	ὁ	FALSE	true negative		κʼ	κʼ	PUNCT		true negative
Iliad	4	1	64	Achilles	Agamemnon	εἴποι	λέγω	FALSE	true negative		εἴποι	λέγω	VERB		true negative
Iliad	4	1	64	Achilles	Agamemnon	ὅ	ὅς	FALSE	true negative		ὅ	ὅς	PRON	Acc	true negative
Iliad	4	1	64	Achilles	Agamemnon	τι	τὶς	FALSE	true negative		τι	τὶς	DET	Acc	true negative
Iliad	4	1	64	Achilles	Agamemnon	τόσσον	τοσόος	FALSE	true negative		τόσσον	τόσος	ADJ	Acc	true negative
Iliad	4	1	64	Achilles	Agamemnon	ἐχώσατο	χωάω	FALSE	true negative		ἐχώσατο	χώομαι	VERB		true negative
Iliad	4	1	64	Achilles	Agamemnon	Φοῖβος	Φοῖβος	FALSE	true negative		Φοῖβος	φοῖβος	NOUN	Nom	true negative
Iliad	4	1	64	Achilles	Agamemnon	Ἀπόλλων	Ἀπόλλων	FALSE	true negative		Ἀπόλλων	ἀπόλλων	NOUN	Nom	true negative
Iliad	4	1	65	Achilles	Agamemnon	εἴτʼ	εἰμί	FALSE	true negative		εἴτʼ	εἴτʼ	PUNCT		true negative
Iliad	4	1	65	Achilles	Agamemnon	ἄρʼ	ἀρή	FALSE	true negative		ἄρʼ	ἄρʼ	PUNCT		true negative
Iliad	4	1	65	Achilles	Agamemnon	ὅ	ὅς	FALSE	true negative		ὅ	ὅς	PRON	Acc	true negative
Iliad	4	1	65	Achilles	Agamemnon	γʼ	γι	FALSE	true negative		γʼ	γʼ	PUNCT		true negative
Iliad	4	1	65	Achilles	Agamemnon	εὐχωλῆς	εὐχωλής	FALSE	true negative		εὐχωλῆς	εὐχωλή	NOUN	Gen	true negative
Iliad	4	1	65	Achilles	Agamemnon	ἐπιμέμφεται	ἐπιμέμφομαι	FALSE	true negative		ἐπιμέμφεται	ἐπιμέμφομαι	VERB		true negative
Iliad	4	1	65	Achilles	Agamemnon	ἠδʼ	ἠδʼ	FALSE	true negative		ἠδʼ	ἠδʼ	PUNCT		true negative
Iliad	4	1	65	Achilles	Agamemnon	ἑκατόμβης	ἑκατόμβη	FALSE	true negative		ἑκατόμβης	ἑκατόμβη	NOUN	Gen	true negative
Iliad	4	1	66	Achilles	Agamemnon	αἴ	ἐά	FALSE	true negative		αἴ	εἰ	SCONJ		true negative
Iliad	4	1	66	Achilles	Agamemnon	κέν	κέν	FALSE	true negative		κέν	ἄν	PART		true negative
Iliad	4	1	66	Achilles	Agamemnon	πως	πως	FALSE	true negative		πως	πως	PART		true negative
Iliad	4	1	66	Achilles	Agamemnon	ἀρνῶν	ἀρνός	FALSE	true negative		ἀρνῶν	ἀρνός	NOUN	Gen	true negative
Iliad	4	1	66	Achilles	Agamemnon	κνίσης	κνίσης	FALSE	true negative		κνίσης	κνῖσα	NOUN	Gen	true negative
Iliad	4	1	66	Achilles	Agamemnon	αἰγῶν	αἰγός	FALSE	true negative		αἰγῶν	αἴξ	NOUN	Gen	true negative
Iliad	4	1	66	Achilles	Agamemnon	τε	τε	FALSE	true negative		τε	τε	PART		true negative
Iliad	4	1	66	Achilles	Agamemnon	τελείων	τέλειος	FALSE	true negative		τελείων	τέλειος	ADJ	Gen	true negative
Iliad	4	1	67	Achilles	Agamemnon	βούλεται	βούλομαι	FALSE	true negative		βούλεται	βούλομαι	VERB		true negative
Iliad	4	1	67	Achilles	Agamemnon	ἀντιάσας	ἀντιάζω	FALSE	true negative		ἀντιάσας	ἀντιάζω	VERB	Nom	true negative
Iliad	4	1	67	Achilles	Agamemnon	ἡμῖν	ἡμεῖς	FALSE	true negative		ἡμῖν	ἡμεῖς	PRON	Dat	true negative
Iliad	4	1	67	Achilles	Agamemnon	ἀπὸ	ἀπό	FALSE	true negative		ἀπὸ	ἀπό	ADP		true negative
