Work	speech_id	book	line	spkr	addr	string	lemma	is_voc_CLTK	eval_CLTK	what it should be	token_spacy	lemma_spacy	pos_spacy	case_spacy	eval_spacy
Posthomerica	4054	1	459	Theano	Trojan women	δεύονται	δεύνω	FALSE	true negative		δεύονται	δεύω	VERB		true negative
Posthomerica	4054	1	459	Theano	Trojan women	ἐπεὶ	ἐπεί	FALSE	true negative		ἐπεὶ	ἐπεί	SCONJ		true negative
Posthomerica	4054	1	459	Theano	Trojan women	πόνος	πόνος	FALSE	true negative		πόνος	πόνος	NOUN	Nom	true negative
Posthomerica	4054	1	459	Theano	Trojan women	ἐς	εἰς	FALSE	true negative		ἐς	εἰς	ADP		true negative
Posthomerica	4054	1	459	Theano	Trojan women	μέγα	μέγας	FALSE	true negative		μέγα	μέγας	ADJ	Acc	true negative
Posthomerica	4054	1	459	Theano	Trojan women	κάρτος	κάρτος	FALSE	true negative		κάρτος	κάρτος	NOUN	Acc	true negative
Posthomerica	4054	1	460	Theano	Trojan women	θυμὸν	θυμός	FALSE	true negative		θυμὸν	θυμός	NOUN	Acc	true negative
Posthomerica	4054	1	460	Theano	Trojan women	ἀνηέξησε	ἀναιξέω	FALSE	true negative		ἀνηέξησε	ἀνηέξησε	VERB		true negative
Posthomerica	4054	1	460	Theano	Trojan women	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Posthomerica	4054	1	460	Theano	Trojan women	ἄτρομα	ἄτρομα	FALSE	true negative		ἄτρομα	ἄτρομος	ADJ	Acc	true negative
Posthomerica	4054	1	460	Theano	Trojan women	γούνατʼ	γόνυ	FALSE	true negative		γούνατʼ	γούνατʼ	PUNCT		true negative
Posthomerica	4054	1	460	Theano	Trojan women	ἔθηκε	τίθημι	FALSE	true negative		ἔθηκε	τίθημι	VERB		true negative
Posthomerica	4054	1	461	Theano	Trojan women	τὴν	ὁ	FALSE	true negative		τὴν	ὁ	DET	Acc	true negative
Posthomerica	4054	1	461	Theano	Trojan women	δὲ	δέ	FALSE	true negative		δὲ	δέ	ADV		true negative
Posthomerica	4054	1	461	Theano	Trojan women	φάτις	φάτις	FALSE	true negative		φάτις	φάτις	NOUN	Nom	true negative
Posthomerica	4054	1	461	Theano	Trojan women	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Posthomerica	4054	1	461	Theano	Trojan women	Ἄρηος	Ἄρης	FALSE	true negative		Ἄρηος	ἄρης	NOUN	Gen	true negative
Posthomerica	4054	1	461	Theano	Trojan women	ἔμεν	εἰμί	FALSE	true negative		ἔμεν	εἰμί	AUX		true negative
Posthomerica	4054	1	461	Theano	Trojan women	κρατεροῖο	κρατερόω	FALSE	true negative		κρατεροῖο	κρατερός	ADJ	Gen	true negative
Posthomerica	4054	1	461	Theano	Trojan women	θύγατρα	θύγατρον	FALSE	true negative		θύγατρα	θυγάτηρ	NOUN	Nom	true negative
Posthomerica	4054	1	462	Theano	Trojan women	τῷ	ὁ	FALSE	true negative		τῷ	ὁ	PRON	Dat	true negative
Posthomerica	4054	1	462	Theano	Trojan women	οἱ	οὗ	FALSE	true negative		οἱ	οὗ	PRON	Dat	true negative
Posthomerica	4054	1	462	Theano	Trojan women	θηλυτέρην	θηλύς	FALSE	true negative		θηλυτέρην	θηλυτέρην	ADJ	Acc	true negative
Posthomerica	4054	1	462	Theano	Trojan women	τινʼ	τὶς	FALSE	true negative		τινʼ	τινʼ	ADJ	Acc	true negative
Posthomerica	4054	1	462	Theano	Trojan women	ἐριζέμεν	ἐρίζω	FALSE	true negative		ἐριζέμεν	ἐρίζω	VERB		true negative
Posthomerica	4054	1	462	Theano	Trojan women	οὔτι	οὔτι	FALSE	true negative		οὔτι	οὔτι	ADV		true negative
Posthomerica	4054	1	462	Theano	Trojan women	ἔοικεν	ἔοικα	FALSE	true negative		ἔοικεν	ἔοικα	VERB		true negative
Posthomerica	4054	1	463	Theano	Trojan women	ἠὲ	ἐγώ	FALSE	true negative		ἠὲ	ἤ	CCONJ		true negative
Posthomerica	4054	1	463	Theano	Trojan women	τάχʼ	τάχʼ	FALSE	true negative		τάχʼ	τάχʼ	ADJ	Gen	true negative
Posthomerica	4054	1	463	Theano	Trojan women	ἀθανάτων	ἀθάνατος	FALSE	true negative		ἀθανάτων	ἀθάνατος	ADJ	Gen	true negative
Posthomerica	4054	1	463	Theano	Trojan women	τις	τὶς	FALSE	true negative		τις	τις	PRON	Nom	true negative
Posthomerica	4054	1	463	Theano	Trojan women	ἐπήλυθεν	ἐπαλύω	FALSE	true negative		ἐπήλυθεν	ἐπέρχομαι	VERB		true negative
Posthomerica	4054	1	463	Theano	Trojan women	εὐχομένοισιν	εὔχομαι	FALSE	true negative		εὐχομένοισιν	εὐχομένοισιν	VERB	Dat	true negative
Posthomerica	4054	1	464	Theano	Trojan women	πᾶσι	πᾶς	FALSE	true negative		πᾶσι	πᾶς	ADJ	Dat	true negative
Posthomerica	4054	1	464	Theano	Trojan women	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Posthomerica	4054	1	464	Theano	Trojan women	ἄρʼ	ἀρή	FALSE	true negative		ἄρʼ	ἄρʼ	PUNCT		true negative
Posthomerica	4054	1	464	Theano	Trojan women	ἀνθρώποισιν	ἄνθρωπος	FALSE	true negative		ἀνθρώποισιν	ἄνθρωπος	NOUN	Dat	true negative
Posthomerica	4054	1	464	Theano	Trojan women	ὁμὸν	ὁμόω	FALSE	true negative		ὁμὸν	ὁμός	ADJ	Acc	true negative
Posthomerica	4054	1	464	Theano	Trojan women	γένος	γένος	FALSE	true negative		γένος	γένος	NOUN	Acc	true negative
Posthomerica	4054	1	464	Theano	Trojan women	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
Posthomerica	4054	1	464	Theano	Trojan women	ἐπὶ	ἐπί	FALSE	true negative		ἐπὶ	ἐπί	ADP		true negative
Posthomerica	4054	1	464	Theano	Trojan women	ἔργα	ἔργον	FALSE	true negative		ἔργα	ἔργον	NOUN	Acc	true negative
Posthomerica	4054	1	465	Theano	Trojan women	στρωφῶντʼ	στρωφάω	FALSE	true negative		στρωφῶντʼ	στρωφῶντʼ	PUNCT		true negative
Posthomerica	4054	1	465	Theano	Trojan women	ἄλλος	ἄλλος	FALSE	true negative		ἄλλος	ἄλλος	ADJ	Nom	true negative
Posthomerica	4054	1	465	Theano	Trojan women	ἐπʼ	ἐπʼ	FALSE	true negative		ἐπʼ	ἐπʼ	PUNCT		true negative
Posthomerica	4054	1	465	Theano	Trojan women	ἄλλα	ἄλλος	FALSE	true negative		ἄλλα	ἀλλά	CCONJ		true negative
Posthomerica	4054	1	465	Theano	Trojan women	πέλει	πέλω	FALSE	true negative		πέλει	πέλω	VERB		true negative
Posthomerica	4054	1	465	Theano	Trojan women	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Posthomerica	4054	1	465	Theano	Trojan women	ἄρα	ἆρα	FALSE	true negative		ἄρα	ἆρα	ADV		true negative
Posthomerica	4054	1	465	Theano	Trojan women	κεῖνο	ἐκεῖνος	FALSE	true negative		κεῖνο	κεῖνος	ADJ	Nom	true negative
Posthomerica	4054	1	465	Theano	Trojan women	φέριστον	φέριστος	FALSE	true negative		φέριστον	φέριστος	ADJ	Nom	true negative
Posthomerica	4054	1	466	Theano	Trojan women	ἔργον	ἔργον	FALSE	true negative		ἔργον	ἔργον	NOUN	Nom	true negative
Posthomerica	4054	1	466	Theano	Trojan women	ὅ	ὅς	FALSE	true negative		ὅ	ὅς	PRON	Nom	true negative
Posthomerica	4054	1	466	Theano	Trojan women	τι	τὶς	FALSE	true negative		τι	τὶς	DET	Nom	true negative
Posthomerica	4054	1	466	Theano	Trojan women	φρεσὶν	φρήν	FALSE	true negative		φρεσὶν	φρήν	NOUN	Dat	true negative
Posthomerica	4054	1	466	Theano	Trojan women	ᾖσιν	εἷς	FALSE	true negative		ᾖσιν	εἰμί	ADJ	Dat	true negative
Posthomerica	4054	1	466	Theano	Trojan women	ἐπιστάμενος	ἐπίσταμαι	FALSE	true negative		ἐπιστάμενος	ἐπίσταμαι	VERB	Nom	true negative
Posthomerica	4054	1	466	Theano	Trojan women	πονέηται	πονέω	FALSE	true negative		πονέηται	πονέω	VERB		true negative
Posthomerica	4054	1	467	Theano	Trojan women	τοὔνεκα	τοὔνεκα	FALSE	true negative		τοὔνεκα	τοὔνεκα	ADV		true negative
Posthomerica	4054	1	467	Theano	Trojan women	δηιοτῆτος	δηιοτήτης	FALSE	true negative		δηιοτῆτος	δηιοτής	NOUN	Gen	true negative
Posthomerica	4054	1	467	Theano	Trojan women	ἀποσχόμεναι	ἀπόσχω	FALSE	true negative		ἀποσχόμεναι	ἀποσχόμεναι	VERB	Nom	true negative
Posthomerica	4054	1	467	Theano	Trojan women	κελαδεινῆς	κελαδεινός	FALSE	true negative		κελαδεινῆς	κελαδεινός	ADJ	Gen	true negative
Posthomerica	4054	1	468	Theano	Trojan women	ἱστὸν	ἱστός	FALSE	true negative		ἱστὸν	ἱστός	NOUN	Acc	true negative
Posthomerica	4054	1	468	Theano	Trojan women	ἐπεντύνεσθε	ἐπιντύνω	FALSE	true negative		ἐπεντύνεσθε	ἐπεντύνω	VERB		true negative
Posthomerica	4054	1	468	Theano	Trojan women	φίλων	φίλος	FALSE	true negative		φίλων	φίλος	ADJ	Gen	true negative
Posthomerica	4054	1	468	Theano	Trojan women	ἔντοσθε	ἔνχομαι	FALSE	true negative		ἔντοσθε	ἔντοσθε	ADP		true negative
Posthomerica	4054	1	468	Theano	Trojan women	μελάθρων	μέλαθρον	FALSE	true negative		μελάθρων	μέλαθρον	NOUN	Gen	true negative
Posthomerica	4054	1	469	Theano	Trojan women	ἁνδράσι	ἁνδρός	FALSE	true negative		ἁνδράσι	ἁνήρ	NOUN	Dat	true negative
Posthomerica	4054	1	469	Theano	Trojan women	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Posthomerica	4054	1	469	Theano	Trojan women	ἡμετέροισι	ἡμέτερος	FALSE	true negative		ἡμετέροισι	ἡμέτερος	ADJ	Dat	true negative
Posthomerica	4054	1	469	Theano	Trojan women	περὶ	περί	FALSE	true negative		περὶ	περί	ADP		true negative
Posthomerica	4054	1	469	Theano	Trojan women	πτολέμοιο	πτόλεμος	FALSE	true negative		πτολέμοιο	πόλεμος	NOUN	Gen	true negative
Posthomerica	4054	1	469	Theano	Trojan women	μελήσει	μέλω	FALSE	true negative		μελήσει	μέλω	VERB		true negative
Posthomerica	4054	1	470	Theano	Trojan women	ἐλπωρὴ	ἐλπωρά	FALSE	true negative		ἐλπωρὴ	ἐλπωρή	NOUN	Nom	true negative
Posthomerica	4054	1	470	Theano	Trojan women	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Posthomerica	4054	1	470	Theano	Trojan women	ἀγαθοῖο	ἄγαθος	FALSE	true negative		ἀγαθοῖο	ἀγαθός	ADJ	Gen	true negative
Posthomerica	4054	1	470	Theano	Trojan women	τάχʼ	τάχʼ	FALSE	true negative		τάχʼ	τάχʼ	PUNCT		true negative
Posthomerica	4054	1	470	Theano	Trojan women	ἔσσεται	σσέω	FALSE	true negative		ἔσσεται	εἰμί	AUX		true negative
Posthomerica	4054	1	470	Theano	Trojan women	οὕνεκʼ	ὅσνιξ	FALSE	true negative		οὕνεκʼ	οὕνεκʼ	PUNCT		true negative
Posthomerica	4054	1	470	Theano	Trojan women	Ἀχαιοὺς	Ἀχαιός	FALSE	true negative		Ἀχαιοὺς	ἀχαιός	ADJ	Acc	true negative
Posthomerica	4054	1	471	Theano	Trojan women	δερκόμεθʼ	δέρω	FALSE	true negative		δερκόμεθʼ	δερκόμεθʼ	PUNCT		true negative
Posthomerica	4054	1	471	Theano	Trojan women	ὀλλυμένους	ὀλλύω	FALSE	true negative		ὀλλυμένους	ὀλλάυ	VERB	Acc	true negative
Posthomerica	4054	1	471	Theano	Trojan women	μέγα	μέγας	FALSE	true negative		μέγα	μέγας	ADJ	Nom	true negative
Posthomerica	4054	1	471	Theano	Trojan women	δὲ	δέ	FALSE	true negative		δὲ	δέ	ADV		true negative
Posthomerica	4054	1	471	Theano	Trojan women	κράτος	κράτος	FALSE	true negative		κράτος	κράτος	NOUN	Nom	true negative
Posthomerica	4054	1	471	Theano	Trojan women	ὄρνυται	ὁράω	FALSE	true negative		ὄρνυται	ὄρνυμι	VERB		true negative
Posthomerica	4054	1	471	Theano	Trojan women	ἀνδρῶν	ἀνήρ	FALSE	true negative		ἀνδρῶν	ἀνήρ	NOUN	Gen	true negative
Posthomerica	4054	1	472	Theano	Trojan women	ἡμετέρων	ἡμέτερος	FALSE	true negative		ἡμετέρων	ἡμέτερος	ADJ	Gen	true negative
Posthomerica	4054	1	472	Theano	Trojan women	οὐδʼ	οὐδʼ	FALSE	true negative		οὐδʼ	οὐδʼ	PUNCT		true negative
Posthomerica	4054	1	472	Theano	Trojan women	ἔστι	εἰμί	FALSE	true negative		ἔστι	εἰμί	AUX		true negative
Posthomerica	4054	1	472	Theano	Trojan women	κακοῦ	κακός	FALSE	true negative		κακοῦ	κακός	ADJ	Gen	true negative
Posthomerica	4054	1	472	Theano	Trojan women	δέος	δέος	FALSE	true negative		δέος	δέος	NOUN	Nom	true negative
Posthomerica	4054	1	472	Theano	Trojan women	οὔτι	οὔτι	FALSE	true negative		οὔτι	οὔτι	ADV		true negative
Posthomerica	4054	1	472	Theano	Trojan women	γὰρ	γάρ	FALSE	true negative		γὰρ	γάρ	ADV		true negative
Posthomerica	4054	1	472	Theano	Trojan women	ἄστυ	ἄστυ	FALSE	true negative		ἄστυ	ἄστυ	NOUN	Acc	true negative
Posthomerica	4054	1	473	Theano	Trojan women	δήιοι	δεῖος	FALSE	true negative		δήιοι	δήιοι	ADJ	Nom	true negative
Posthomerica	4054	1	473	Theano	Trojan women	ἀμφὶς	ἀμφίς	FALSE	true negative		ἀμφὶς	ἀμφίς	ADV		true negative
Posthomerica	4054	1	473	Theano	Trojan women	ἔχουσιν	ἔχω	FALSE	true negative		ἔχουσιν	ἔχω	VERB		true negative
Posthomerica	4054	1	473	Theano	Trojan women	ἀνηλέες	ἀνηλής	FALSE	true negative		ἀνηλέες	ἀνηλής	ADJ	Nom	true negative
Posthomerica	4054	1	473	Theano	Trojan women	οὔτʼ	οὔτʼ	FALSE	true negative		οὔτʼ	οὔτʼ	PUNCT		true negative
Posthomerica	4054	1	473	Theano	Trojan women	ἀλεγεινὴ	ἀλεγεινός	FALSE	true negative		ἀλεγεινὴ	ἀλεγεινός	ADJ	Dat	true negative
Posthomerica	4054	1	474	Theano	Trojan women	γίνετʼ	γίγνομαι	FALSE	true negative		γίνετʼ	γίνετʼ	PUNCT		true negative
Posthomerica	4054	1	474	Theano	Trojan women	ἀναγκαίη	ἀνάγκη	FALSE	true negative		ἀναγκαίη	ἀνάγκη	NOUN	Dat	true negative
Posthomerica	4054	1	474	Theano	Trojan women	καὶ	καί	FALSE	true negative		καὶ	καί	CCONJ		true negative
Posthomerica	4054	1	474	Theano	Trojan women	θηλυτέρῃσι	θηλύς	FALSE	true negative		θηλυτέρῃσι	θηλότερυς	ADJ	Dat	true negative
Posthomerica	4054	1	474	Theano	Trojan women	μάχεσθαι	μάχομαι	FALSE	true negative		μάχεσθαι	μάχομαι	VERB		true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	ὦ	ὦ	FALSE	true negative		ὦ	ὦ	INTJ		true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	Ἀχιλεῦ	Ἀχιλεύς	TRUE	true positive		Ἀχιλεῦ	ἀχιλλεύς	NOUN	Voc	true positive
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	περὶ	περί	FALSE	true negative		περὶ	περί	ADP		true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	δή	δή	FALSE	true negative		δή	δή	PART		true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	μοι	ἐγώ	FALSE	true negative		μοι	ἐγώ	PRON	Dat	true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	ἀπείριτος	ἀπείριτος	FALSE	true negative		ἀπείριτος	ἀπείριτος	ADJ	Nom	true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	ἤλυθεν	μαύνω	FALSE	true negative		ἤλυθεν	ἔρχομαι	VERB		true negative
Posthomerica	4055	1	497	Aias (son of Telamon)	Achilles	αὐδὴ	αὐδή	FALSE	true negative		αὐδὴ	αὐδή	NOUN	Dat	true negative
Posthomerica	4055	1	498	Aias (son of Telamon)	Achilles	οὔασιν	οἷος	FALSE	true negative		οὔασιν	οὖς	NOUN	Dat	true negative
Posthomerica	4055	1	498	Aias (son of Telamon)	Achilles	ὡς	ὡς	FALSE	true negative		ὡς	ὡς	ADV		true negative
Posthomerica	4055	1	498	Aias (son of Telamon)	Achilles	πολέμοιο	πόλεμος	FALSE	true negative		πολέμοιο	πόλεμος	NOUN	Gen	true negative
Posthomerica	4055	1	498	Aias (son of Telamon)	Achilles	συνεσταότος	συνίστημι	FALSE	true negative		συνεσταότος	συνίστημι	VERB	Gen	true negative
Posthomerica	4055	1	498	Aias (son of Telamon)	Achilles	μεγάλοιο	μέγας	FALSE	true negative		μεγάλοιο	μέγας	ADJ	Gen	true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	ἴομεν	οἶδα	FALSE	true negative		ἴομεν	εἶμι	VERB		true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	μὴ	μή	FALSE	true negative		μὴ	μή	SCONJ		true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	Τρῶες	Τρα	FALSE	true negative		Τρῶες	τρώς	NOUN	Nom	true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	ὑποφθάμενοι	ὑπόπτω	FALSE	true negative		ὑποφθάμενοι	ὑποφθάμενοι	VERB	Nom	true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	παρὰ	παρά	FALSE	true negative		παρὰ	παρά	ADP		true negative
Posthomerica	4055	1	499	Aias (son of Telamon)	Achilles	νηυσὶν	ναῦς	FALSE	true negative		νηυσὶν	ναῦς	NOUN	Dat	true negative
Posthomerica	4055	1	500	Aias (son of Telamon)	Achilles	Ἀργείους	Ἀργεῖος	FALSE	true negative		Ἀργείους	ἀργεῖος	ADJ	Acc	true negative
Posthomerica	4055	1	500	Aias (son of Telamon)	Achilles	ὀλέσωσι	ὀλέω	FALSE	true negative		ὀλέσωσι	ὀλέσω	VERB		true negative
Posthomerica	4055	1	500	Aias (son of Telamon)	Achilles	καταφλέξωσι	καταφλέκω	FALSE	true negative		καταφλέξωσι	καταφλέχω	VERB		true negative
Posthomerica	4055	1	500	Aias (son of Telamon)	Achilles	δὲ	δέ	FALSE	true negative		δὲ	δέ	PART		true negative
Posthomerica	4055	1	500	Aias (son of Telamon)	Achilles	νῆας	ναῦς	FALSE	true negative		νῆας	ναῦς	NOUN	Acc	true negative
Posthomerica	4055	1	501	Aias (son of Telamon)	Achilles	νῶιν	νῷος	FALSE	true negative		νῶιν	νῶιν	PRON	Dat	true negative
Posthomerica	4055	1	501	Aias (son of Telamon)	Achilles	δʼ	δʼ	FALSE	true negative		δʼ	δʼ	PUNCT		true negative
Posthomerica	4055	1	501	Aias (son of Telamon)	Achilles	ἀμφοτέροισιν	ἀμφότερος	FALSE	true negative		ἀμφοτέροισιν	ἀμφότερος	ADJ	Dat	true negative
Posthomerica	4055	1	501	Aias (son of Telamon)	Achilles	ἐλεγχείη	ἐλεγχεία	FALSE	true negative		ἐλεγχείη	ἐλεγχείη	NOUN	Nom	true negative
Posthomerica	4055	1	501	Aias (son of Telamon)	Achilles	ἀλεγεινὴ	ἀλεγεινός	FALSE	true negative		ἀλεγεινὴ	ἀλεγεινός	ADJ	Nom	true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	ἔσσεται	σσέω	FALSE	true negative		ἔσσεται	εἰμί	AUX		true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	οὐ	οὐ	FALSE	true negative		οὐ	οὐ	ADV		true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	γὰρ	γάρ	FALSE	true negative		γὰρ	γάρ	ADV		true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	ἔοικε	ἔοικα	FALSE	true negative		ἔοικε	ἔοικα	VERB		true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	Διὸς	Ζεύς	FALSE	true negative		Διὸς	ζεύς	NOUN	Gen	true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	μεγάλοιο	μέγας	FALSE	true negative		μεγάλοιο	μέγας	ADJ	Gen	true negative
Posthomerica	4055	1	502	Aias (son of Telamon)	Achilles	γεγῶτας	γεγῶτης	FALSE	true negative		γεγῶτας	γεγῶτας	VERB	Acc	true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	αἰσχύνειν	αἰσχύνω	FALSE	true negative		αἰσχύνειν	αἰσχύνω	VERB		true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	πατέρων	πατήρ	FALSE	true negative		πατέρων	πατήρ	NOUN	Gen	true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	ἱερὸν	ἱερόν	FALSE	true negative		ἱερὸν	ἱερός	ADJ	Acc	true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	γένος	γένος	FALSE	true negative		γένος	γένος	NOUN	Acc	true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	οἵ	ὅς	FALSE	true negative		οἵ	ὅς	PRON	Nom	true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	ῥα	ῥα	FALSE	true negative		ῥα	ἄρα	PART		true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Posthomerica	4055	1	503	Aias (son of Telamon)	Achilles	αὐτοὶ	αὐτός	FALSE	true negative		αὐτοὶ	αὐτός	ADJ	Nom	true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	τὸ	ὁ	FALSE	true negative		τὸ	ὁ	DET	Acc	true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	πρὶν	πρίν	FALSE	true negative		πρὶν	πρίν	ADV		true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	ἅμʼ	ἅμʼ	FALSE	true negative		ἅμʼ	ἅμʼ	PUNCT		true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	Ἡρακλῆι	Ἡρακλῆι	FALSE	true negative		Ἡρακλῆι	Ἡρακλῆ	NOUN	Dat	true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	δαΐφρονι	δαΐφρον	FALSE	true negative		δαΐφρονι	δαίφρων	ADJ	Dat	true negative
Posthomerica	4055	1	504	Aias (son of Telamon)	Achilles	Δαομέδοντος	Δαομέδων	FALSE	true negative		Δαομέδοντος	Δαομέδων	VERB	Gen	true negative
Posthomerica	4055	1	505	Aias (son of Telamon)	Achilles	Τροίην	Τροία	FALSE	true negative		Τροίην	τροία	NOUN	Acc	true negative
Posthomerica	4055	1	505	Aias (son of Telamon)	Achilles	ἀγλαὸν	ἀγλαός	FALSE	true negative		ἀγλαὸν	ἀγλαός	ADJ	Acc	true negative
Posthomerica	4055	1	505	Aias (son of Telamon)	Achilles	ἄστυ	ἄστυ	FALSE	true negative		ἄστυ	ἄστυ	NOUN	Acc	true negative
Posthomerica	4055	1	505	Aias (son of Telamon)	Achilles	διέπραθον	διαπράσσω	FALSE	true negative		διέπραθον	διέπραθον	VERB		true negative
Posthomerica	4055	1	505	Aias (son of Telamon)	Achilles	ἐγχείῃσι	ἐγχεῖος	FALSE	true negative		ἐγχείῃσι	ἐγχείη	NOUN	Dat	true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	ὡς	ὡς	FALSE	true negative		ὡς	ὡς	ADV		true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	καὶ	καί	FALSE	true negative		καὶ	καί	ADV		true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	τελέεσθαι	τελέω	FALSE	true negative		τελέεσθαι	τελέω	VERB		true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	ὑφʼ	ὑφʼ	FALSE	true negative		ὑφʼ	ὑφʼ	PUNCT		true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	ἡμετέρῃσιν	ἡμέτερος	FALSE	true negative		ἡμετέρῃσιν	ἡμέτερος	ADJ	Dat	true negative
Posthomerica	4055	1	506	Aias (son of Telamon)	Achilles	ὀΐω	ὀιω	FALSE	true negative		ὀΐω	οἴομαι	VERB		true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	χερσίν	χείρ	FALSE	true negative		χερσίν	χείρ	NOUN	Dat	true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	ἐπεὶ	ἐπεί	FALSE	true negative		ἐπεὶ	ἐπεί	SCONJ		true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	μέγα	μέγας	FALSE	true negative		μέγα	μέγας	ADJ	Nom	true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	κάρτος	κάρτος	FALSE	true negative		κάρτος	κάρτος	NOUN	Nom	true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	ἀέξεται	ἀείκω	FALSE	true negative		ἀέξεται	ἀέξω	VERB		true negative
Posthomerica	4055	1	507	Aias (son of Telamon)	Achilles	ἀμφοτέροισιν	ἀμφότερος	FALSE	true negative		ἀμφοτέροισιν	ἀμφότερος	ADJ	Dat	true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	νῦν	νῦν	FALSE	true negative		νῦν	νῦν	ADV		true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	μὲν	μέν	FALSE	true negative		μὲν	μέν	ADV		true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	ἐμῆς	ἐμός	FALSE	true negative		ἐμῆς	ἐμός	ADJ	Gen	true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	ἀπὸ	ἀπό	FALSE	true negative		ἀπὸ	ἀπό	ADP		true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	χειρὸς	χείρ	FALSE	true negative		χειρὸς	χείρ	NOUN	Gen	true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	ἐτώσιον	τωσιόω	FALSE	true negative		ἐτώσιον	ἐτώσιος	ADJ	Acc	true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	ἔκθορεν	ἔκθορεν	FALSE	true negative		ἔκθορεν	ἔκθορεν	VERB		true negative
Posthomerica	4056	1	553	Penthesilea	Achilles, Aias (son of Telamon)	ἔγχος	ἔγχος	FALSE	true negative		ἔγχος	ἔγχος	NOUN	Acc	true negative
Posthomerica	4056	1	554	Penthesilea	Achilles, Aias (son of Telamon)	ἀλλʼ	ἀλλʼ	FALSE	true negative		ἀλλʼ	ἀλλʼ	PUNCT		true negative
